名称,价格（元/晚）,地址,特点,已购人数,评分,收藏,简评,评价
西安英朵酒店,194,"[北关/龙首村]
未央路88号盛龙广场B区一单元30层


地图",浪漫情侣,287,4.1?,16,挺好哒,性价比高
如家联盟·斑斓家酒店(西安高新中大国际店),217,"[西安市高新技术开发区]
科技二路高新水晶城


地图",商务出行,564,4.9?,20,棒极了,性价比高
西安凯悦酒店,1047,"[大雁塔/曲江旅游区]
曲江池东路988号


地图",浪漫情侣,1114,4.7?,1,棒极了,大堂气派
西安长安国际大酒店,305,"[长安区]
南长安街78号


地图


街景",浪漫情侣,1040,4.5?,2,棒极了,离地铁站近
西安锦江西京国际饭店,367,"[钟鼓楼/回民街/市中心]
西大街135号


地图


街景",亲子酒店,3877,4.3?,3,挺好哒,地理位置好
西安浪淘沙大酒店,125,"[解放路万达广场/火车站]
解放路53号


地图


街景",地铁周边,3808,3.8?,5,还不错,离火车站近
西安高新智选假日酒店,499,"[高新管委会/绿地会展中心]
锦业路36号(渤海银行西侧)


地图",商务出行,747,4.5?,6,棒极了,性价比高
花美时民宿酒店(西安南门广场店),232,"[钟鼓楼/回民街/市中心]
南门广场宏信国际花园2栋1单元8楼


地图",浪漫情侣,192,4.9?,7,棒极了,出行方便
星程酒店(西安火车站店),180,"[解放路万达广场/火车站]
东七路106号


地图",商务出行,1370,4.8?,8,棒极了,离火车站近
西安圆顺商务酒店,142,"[西安市高新技术开发区]
大寨路1号华府新桃园4号楼


地图


街景",商务出行,292,3.9?,9,还不错,性价比高
居雅酒店(西安锦业路店),145,"[高新管委会/绿地会展中心]
锦业路32号锦业时代A3座大厅


地图


街景",商务出行,1157,4.4?,10,挺好哒,性价比高
西安嘉梦麦田酒店,133,"[胡家庙/长缨东路]
金花北路369号新兴·骏景园西门


地图


街景",地铁周边,586,4.0?,11,挺好哒,性价比高
西安比家美公寓式酒店,203,"[西安高铁站火车北站/西安市政中心]
凤城十路与凤城北路交叉口路西，世茂都17号楼12-13层


地图",地铁周边,96,4.9?,12,棒极了,离高铁站近
全季酒店(西安高新区南二环店),256,"[西安市高新技术开发区]
高新区高新四路与南二环交汇处亚美伟博广场395号


地图",浪漫情侣,1178,4.7?,13,棒极了,服务态度好
西安加利利连锁酒店高新软件园西安外事学院高新医院店,155,"[西安市高新技术开发区]
唐兴路8号(枫叶新都市南门对面)


地图


街景",商务出行,1143,4.5?,14,棒极了,出行方便
润佳·沁尚精品酒店(西安空军工程大学长乐坡地铁站店),145,"[纺织城]
沁水路沁水新城西门以北100米


地图


街景",商务出行,521,4.4?,15,挺好哒,性价比高
美豪丽致酒店(西安北大明宫店),359,"[市图书馆/凤城二路]
太华北路415号华远锦悦4号楼


地图",亲子酒店,473,5.0?,16,棒极了,服务周到
西安国际机场瑞都商务宾馆,96,"[咸阳国际机场]
西咸新区空港新城北杜街办边方村A区13排西四户


地图",机场周边,78,4.9?,17,棒极了,老板热情
美豪酒店(西安曲江大雁塔店),388,"[大雁塔/曲江旅游区]
芙蓉西路中段106号(地铁三号线大雁塔站C出口东)


地图",亲子酒店,142,5.0?,18,棒极了,前台热情
西安榴莲商务酒店,135,"[西安高铁站火车北站/西安市政中心]
未央路166号


地图",商务出行,125,3.0?,19,一般般,地理位置好
西安钟楼智选假日酒店,414,"[钟鼓楼/回民街/市中心]
南大街70号


地图",商务出行,124,5.0?,20,棒极了,地理位置好
西安红海豚酒店,232,"[城西]
丰禾路太奥广场15号楼北侧(海洋馆东50米)


地图",商务出行,195,4.9?,3,棒极了,性价比高
易佰连锁旅店(西安明城墙东门外永兴坊店),104,"[钟鼓楼/回民街/市中心]
伍道什字西街5号


地图",寺庙祈福,189,4.2?,4,挺好哒,交通便利
速8酒店(西安安远门地铁站店),153,"[北关/龙首村]
北关自强西路61号远丰大厦


地图


街景",商务出行,819,4.3?,6,挺好哒,出行方便
西安格瑞佳酒店,223,"[西安高铁站火车北站/西安市政中心]
凤城七路与文景路十字向西200米汉神广场后


地图",浪漫情侣,128,4.9?,7,棒极了,服务态度好
XY酒店(西安钟楼店),276,"[钟鼓楼/回民街/市中心]
钟楼东大街130号


地图


街景",浪漫情侣,1152,4.6?,9,棒极了,服务态度好
君苑酒店(西安图书馆凤城三路店),265,"[市图书馆/凤城二路]
凤城三路东段凤苑路6号


地图


街景",商务出行,185,4.7?,10,棒极了,前台热情
西安花容悦酒店,258,"[高新管委会/绿地会展中心]
锦业二路与丈八六路十字东边


地图",商务出行,291,4.9?,11,棒极了,服务周到
陕西电子商务酒店,153,"[城东/西京医院/小商品批发市场]
金花北路176?号


地图",商务出行,276,4.3?,12,挺好哒,性价比高
西安青柠时尚酒店,160,"[市图书馆/凤城二路]
未央立交西南角名京九合院7号楼2单元9层


地图


街景",浪漫情侣,416,4.6?,13,棒极了,服务态度好
西安高新CitiGO欢阁酒店,275,"[西安市高新技术开发区]
高新一路18号(创业咖啡街区内南侧2号楼)


地图",商务出行,432,4.8?,14,棒极了,性价比高
米糖主题智能酒店(西安钟楼粉巷店),380,"[钟鼓楼/回民街/市中心]
粉巷南苑门南苑中央广场鼓楼南160米


地图",浪漫情侣,381,4.3?,16,挺好哒,设计有特色
西安四季华庭酒店,299,"[市图书馆/凤城二路]
凤城四路和贞观路十字西南角


地图


街景",浪漫情侣,1531,4.5?,17,棒极了,离高铁站近
西安延长石油时代大酒店,240,"[北关/龙首村]
文景路南段18号


地图


街景",休闲度假,1313,4.3?,18,挺好哒,出行方便
陕西文物精品酒店,241,"[钟鼓楼/回民街/市中心]
南大街51号


地图


街景",商务出行,598,4.8?,20,棒极了,离美食街近
雅居连锁酒店(西安李家村万达店),126,"[城南/李家村万达广场]
雁塔北路李家村万达广场1栋一单元一层大厅


地图


街景",商务出行,707,4.4?,1,挺好哒,服务态度好
西安国际会议中心(曲江宾馆),469,"[大雁塔/曲江旅游区]
雁塔南路6号，(大雁塔向南1公里)


地图",休闲度假,972,4.6?,2,棒极了,性价比高
全季酒店(西安火车站店),275,"[钟鼓楼/回民街/市中心]
西五路26号(地铁1号线五路口站向西100米)


地图


街景",商务出行,3133,4.8?,3,棒极了,离火车站近
西安青柠酒店三桥万象城店,273,"[未央区]
西安未央区三桥立交向西华润二十四城万象城


地图",浪漫情侣,171,4.8?,4,棒极了,离地铁站近
都市118(西安三桥店),123,"[未央区]
三桥街道4号


地图


街景",浪漫情侣,524,4.2?,5,挺好哒,性价比高
速8酒店(西安航天长安路店),219,"[长安区]
北长安街278号


地图",商务出行,418,4.1?,6,挺好哒,出行方便
布丁酒店(大雁塔曲江会展中心店),151,"[大雁塔/曲江旅游区]
长安南路195号


地图",大学周边,78,4.9?,7,棒极了,服务态度好
润佳连锁酒店(西安北大街交大二附院店),125,"[钟鼓楼/回民街/市中心]
后宰门122号


地图",交通枢纽,742,4.2?,8,挺好哒,出行方便
西安爵乐府大酒店,1190,"[小寨/历史博物馆]
长安中路108号(长安立交西南角)


地图


街景",亲子酒店,2720,4.8?,9,棒极了,贴心服务
西安解放饭店,166,"[解放路万达广场/火车站]
解放路181号


地图",休闲度假,1381,4.0?,10,挺好哒,离火车站近
唐岛酒店(西安绿地笔克会展中心店),175,"[高新管委会/绿地会展中心]
唐延南路逸翠园都会2号楼1单元1楼


地图",商务出行,276,4.7?,11,棒极了,夜景美
西安市长安豪庭大酒店,262,"[长安区]
东大街道东大村东翔路1号


地图",浪漫情侣,266,4.7?,12,棒极了,温泉不错
西安爆米花酒店,198,"[纺织城]
西安市灞桥区纺织城街道办纺四路1号


地图",交通枢纽,109,3.8?,13,还不错,服务态度好
西安雅夫·Home酒店,188,"[钟鼓楼/回民街/市中心]
西北三路43号


地图


街景",地铁周边,834,4.6?,14,棒极了,离地铁站近
汉庭酒店(西安曲江国际会展中心店),341,"[大雁塔/曲江旅游区]
长安南路101号金品国际1单元24楼(苏宁易购24楼)


地图",地铁周边,565,4.5?,15,棒极了,出行方便
唐韵公寓(西安钟楼城墙南门店),198,"[钟鼓楼/回民街/市中心]
南门外珠江时代广场A座艾斯汀国际公寓738室


地图",地铁周边,230,4.7?,16,棒极了,出行方便
尚客优连锁酒店(西安长兴北路店),154,"[长安区]
长兴北路5号


地图


街景",浪漫情侣,329,4.4?,17,挺好哒,服务态度好
加利利连锁酒店(西安工程大学公园南路长乐公园地铁站店),133,"[韩森寨/万寿路]
公园南路139号


地图


街景",商务出行,919,4.3?,18,挺好哒,服务态度好
西安莱卡酒店,210,"[城南/小雁塔旅游区]
友谊西路352号


地图",浪漫情侣,5148,4.5?,19,棒极了,性价比高
布丁酒店(西安火车站安远门地铁口店),85,"[钟鼓楼/回民街/市中心]
北门北关正街22号


地图


街景",交通枢纽,568,4.1?,1,挺好哒,服务态度好
西安人在旅途快捷酒店,163,"[小寨/历史博物馆]
长安北路87号中信大厦南邻


地图


街景",商务出行,1082,4.1?,2,挺好哒,出行方便
宜必思酒店(西安北客站店),237,"[西安高铁站火车北站/西安市政中心]
首创国际28号楼


地图",商务出行,837,4.6?,3,棒极了,离高铁站近
卡帝亚酒店(西安高铁北站行政中心店),237,"[西安高铁站火车北站/西安市政中心]
凤城五路与明光路十字西北角


地图


街景",浪漫情侣,1134,4.8?,4,棒极了,前台热情
西安朗庭精品酒店,184,"[西安高铁站火车北站/西安市政中心]
风景御园十八号楼十层


地图",浪漫情侣,199,4.3?,5,挺好哒,购物方便
乐途宾馆(西安咸阳机场店),124,"[咸阳国际机场]
西安咸阳机场西门边方村B区2排


地图",机场周边,287,4.9?,6,棒极了,设施齐全
欣燕都酒店连锁(西安互助路店),122,"[城东/交通大学]
互助路2号


地图


街景",商务出行,1253,4.3?,7,挺好哒,出行方便
西安乐荷梦想青年旅舍,42,"[钟鼓楼/回民街/市中心]
二府街46号


地图


街景",浪漫情侣,2563,4.7?,11,棒极了,卫浴干净
西安艾米精品酒店,125,"[市图书馆/凤城二路]
名京九合院八号楼一单元九楼


地图


街景",商务出行,512,4.2?,13,挺好哒,性价比高
西安阎良印象主题酒店,159,"[阎良区]
胜利路北头


地图",浪漫情侣,176,3.5?,14,还不错,离火车站近
书院青旅酒店(西安汇亚天幕店)(原汇亚天幕酒店),113,"[钟鼓楼/回民街/市中心]
西一路138号


地图",商务出行,97,4.0?,16,挺好哒,价格实惠
速8酒店(西安钟楼北洒金桥地铁店)(原玉祥门店),228,"[钟鼓楼/回民街/市中心]
西北三路22号


地图


街景",商务出行,828,4.2?,20,挺好哒,出行方便
速8酒店(西安钟楼北洒金桥地铁店)(原玉祥门店),228,"[钟鼓楼/回民街/市中心]
西北三路22号


地图


街景",商务出行,828,4.2?,1,挺好哒,出行方便
榴莲糖果精选酒店(西安北二环店),151,"[大明宫万达/大明宫遗址公园]
北二环中段明珠家居对面


地图",浪漫情侣,233,4.7?,3,棒极了,性价比高
西安电子科技大学宾馆,151,"[西安市高新技术开发区]
太白南路2号西电社区内


地图


街景",会议酒店,466,4.3?,4,挺好哒,性价比高
西安华威商务酒店,158,"[钟鼓楼/回民街/市中心]
东大街炭市街3号


地图


街景",休闲度假,2569,3.9?,5,还不错,性价比高
漫心西安行政中心高铁北客站酒店,288,"[西安高铁站火车北站/西安市政中心]
凤城八路168号汉神购物广场北口，(地铁4号线文景路站B出口)


地图",浪漫情侣,963,4.9?,6,棒极了,离高铁站近
如家酒店(西安钟楼第四医院大差市地铁站店),161,"[钟鼓楼/回民街/市中心]
和平路87号(大差市十字南300米)


地图",购物便捷,2786,4.5?,7,棒极了,服务态度好
海友酒店(西安和平门地铁站店)(原建国门店),110,"[钟鼓楼/回民街/市中心]
环城南路东段100号


地图",商务出行,595,4.4?,8,挺好哒,性价比高
星程酒店(西安北客站店),249,"[西安高铁站火车北站/西安市政中心]
首创.富北高银27号楼


地图",浪漫情侣,1590,4.7?,9,棒极了,离高铁站近
陕西高速神州酒店,313,"[城东/交通大学]
环城东路南段8号


地图


街景",休闲度假,602,4.1?,10,挺好哒,出行方便
如家商旅酒店(西安北客站市中医医院地铁站店),212,"[西安高铁站火车北站/西安市政中心]
凤城九路和贞观路十字西南角首府尚苑4号


地图",商务出行,812,4.9?,11,棒极了,离高铁近
西安未来达摩斯酒店凤城五路地铁站店,145,"[西安高铁站火车北站/西安市政中心]
西安未央区凤城五路MAX未来A座12层


地图",浪漫情侣,73,4.3?,13,挺好哒,离地铁站近
西安馨乐庭兴庆宫服务公寓,398,"[城东/交通大学]
兴庆路159号


地图


街景",浪漫情侣,2372,4.7?,14,棒极了,设施齐全
古苑公寓酒店(西安北客站店),86,"[西安高铁站火车北站/西安市政中心]
凤城十二路汇通太古城青都新界4栋1304室


地图",浪漫情侣,195,4.9?,15,棒极了,老板热情
全季酒店(西安北客站行政中心店),332,"[西安高铁站火车北站/西安市政中心]
凤城十路与开元路十字东南角


地图",地铁周边,393,4.9?,17,棒极了,离高铁站近
麗枫酒店(西安未央龙首原地铁站店),348,"[北关/龙首村]
龙首北路西段17号


地图",商务出行,1410,4.9?,18,棒极了,离地铁站近
宜必思酒店(西安南门店),237,"[城南/李家村万达广场]
南关正街99号长鑫领先国际大厦


地图",商务出行,577,4.7?,19,棒极了,离城墙近
左右客设计师精品酒店(西安高新店),428,"[西安市高新技术开发区]
高新四路14号


地图


街景",商务出行,1213,4.8?,20,棒极了,服务周到
速8酒店西安回民街洒金桥地铁店,128,"[钟鼓楼/回民街/市中心]
劳武巷1号


地图


街景",地铁周边,563,3.9?,1,还不错,离美食街近
咸阳T2航站楼宾馆,547,"[咸阳国际机场]
咸阳国际机场T2航站楼达到厅出口处


地图


街景",浪漫情侣,1909,4.0?,2,挺好哒,转机方便
西安申鹏酒店,184,"[钟鼓楼/回民街/市中心]
尚德路红十字会巷4号


地图


街景",商务出行,1478,4.0?,3,挺好哒,交通便利
西安嘉斯顿酒店,133,"[钟鼓楼/回民街/市中心]
东大街与尚德路十字向南100米路南


地图


街景",交通枢纽,178,4.4?,4,挺好哒,服务态度好
尚品怡家酒店(西安三桥万象城宜家家居店),174,"[未央区]
阿房四路3号(近皂河地铁站)


地图",浪漫情侣,139,4.8?,5,棒极了,服务态度好
西安佐岸酒店,584,"[小寨/历史博物馆]
兴善寺西街25号3楼，小寨派出所正对面(小寨百盛商场旁边)


地图",地铁周边,79,5.0?,6,棒极了,服务态度好
西安尚俭太空舱公寓火车站店,48,"[解放路万达广场/火车站]
火车站东广场


地图",会议酒店,563,4.7?,7,棒极了,离火车站近
